pitch_mean,pitch_var,dur_mean,dur_var,note_count,int_mean,label
47.87373737373738,28.3224415875931,0.2334815848063976,0.06291295353986466,198,0.383108415133249,0
58.187071498530855,76.51446556687621,0.815257632733431,0.4146732408294286,1021,0.2232596568627451,0
36.01590106007067,18.88137259798474,0.2425750560954061,0.01653949390453473,566,0.2899280707964602,0
74.9952380952381,29.09997732426304,0.19793098499999956,0.02736946709211442,210,1.2686187226076557,0
63.72573839662447,15.237016859833718,0.25819708157524396,0.04313905986812372,237,0.35385769774011294,0
51.552677029360964,131.47347728947233,1.0048652558290154,0.7005347137654507,579,0.41223799307958475,0
62.839530332681015,22.43217512187836,0.24394569471624167,0.019746194537821792,511,0.49164113562091505,0
72.52941176470588,20.3275663206459,0.2555147058823529,0.018734906646482124,204,0.42179802955665024,0
62.81941309255079,29.73262538917395,2.2315411498306994,1.12983287495469,443,0.6334835294117647,0
56.9811320754717,20.754360982556076,0.4654726790880506,0.19318200792641724,106,0.516941678888889,0
54.80446927374302,90.09212155259407,1.055282733566108,0.2679082706314204,1074,0.2632853620689655,0
72.24386252045826,41.21549015458546,0.25813109587254485,0.034182488697422055,611,0.25258955085382506,0
78.42941176470588,151.7156055363322,0.7776838751470581,0.18038912572028765,170,0.9425069924063115,0
61.52824267782427,21.038951305124208,0.13898786175034783,0.009431706332751692,1912,0.10231336124193266,0
65.23109243697479,159.68889320434056,0.36229893688725545,0.08330044464354688,1428,0.21676961457603364,0
71.51830985915493,13.838397143423922,0.4198732394366194,0.16405977266415409,355,0.5055932203389831,0
70.47058823529412,21.472664359861593,0.3036200663725489,0.13413366392570178,170,1.2327856034516764,0
66.8970588235294,12.489403114186851,0.4949448529411717,0.23776980777375425,272,0.6014760147601476,0
66.43478260869566,65.9413988657845,0.2363643925724643,0.07596439429222103,92,1.7849406689102563,0
70.53826530612245,8.452617399000415,0.2864415968590568,0.10053102323879333,392,0.41535195748081843,0
64.95706371191136,26.124195256328605,0.6233120345539008,0.503084596116544,722,0.46760102080443827,0
63.570171931227506,77.95319265336649,0.4929457775077468,0.2602923609034008,2501,0.165429014875,0
62.56386999244142,225.27388736631795,0.538450333837238,0.5664472829952784,1323,0.22361951588502268,0
69.28381374722838,56.02144532229439,0.5092727485218035,0.3152948797080891,451,0.5358489313888888,0
69.15254237288136,12.129273197357081,0.3999538441406249,0.14076028104176205,59,0.5354966896551723,0
36.42063492063492,16.547556059460824,0.19265072165532854,0.033774491540097505,882,0.3008827680382142,0
61.97402597402598,9.038286388935738,0.4199945887445889,0.14331329587620176,77,0.5113760964912281,0
71.69689737470168,30.053713524074244,0.14722802307080393,0.001845156384390602,419,0.17583732057416268,0
65.33245382585751,364.17971192069115,0.21226104001690302,0.019446371849152974,1895,0.04720381788295274,0
24.0,0.0,0.16666675000000022,8.830983874214569e-29,639,0.33333350000000006,0
64.26246719160105,14.62927370299185,0.06820045931758509,0.0004458893828088614,381,0.26117050438596495,0
40.426160337552744,38.236108885684274,0.3887482419128009,0.04190501420811384,474,0.48308668076109934,0
54.152747252747254,106.46787706798695,1.0364983974358974,7.071925194184319,910,0.24311629079574623,1
64.35796178343949,84.87950667369873,0.8133359872611465,6.135273656442003,1570,0.13817718291905673,1
63.90273224043716,172.755566305354,0.3542395264116578,1.042462475006045,1830,0.12922418899216329,1
67.53080082135524,154.59812728476317,0.1436783453114308,0.2307215738444015,974,0.15628318773552585,1
61.31266149870801,160.18648051332386,0.18964543604651166,0.03896326746198133,774,0.30548851358344115,1
68.47607655502392,148.0030161855269,0.26619318181818213,0.9906886391577263,836,0.17536801397205584,1
72.25435203094777,228.57650427065835,0.1275507736943907,0.8165152226463495,1034,0.15965936592449176,1
59.46958981612447,115.50791539044792,0.5798488330975959,4.773049124624701,707,0.26814654154863077,1
55.88351254480287,121.1065023573695,0.13706503882915194,0.4567521765713007,558,0.3657877019748654,1
61.012027491408936,148.93112681711364,0.4955934994272624,2.628413520613647,1164,0.16715391229578677,1
61.65993265993266,289.9011892210545,0.5819093714927047,6.47882970692396,594,0.3324111157953907,1
63.3692152917505,84.93913278463539,0.5040765425888662,4.658289806721574,994,0.22973627895266868,1
64.91597633136095,148.68051398760548,0.21418639053254446,1.499479057899102,845,0.15071090047393365,1
62.17756097560976,312.66310624628204,0.30951626016260164,2.300971591453087,1025,0.2852813720703125,1
57.57093184979138,103.51061540425681,0.38028122739916553,0.1199010988440672,1438,0.11299830549756436,1
64.67253044654939,148.22023324501345,0.6582247428958055,0.5856552171177286,739,0.14786012195121953,1
64.41434262948208,94.62353930889986,0.36309179946879194,1.1371503741328957,1255,0.16599714247740563,1
63.77985462097612,149.80200330181407,0.3911885600553826,1.0797189198362445,963,0.1650218728343728,1
64.86363636363636,160.3620867768595,0.347745028409091,2.2674113010491737,1056,0.17428613744075827,1
67.84952978056427,155.05572861901908,1.641745036572623,19.696118077986082,319,0.5630208333333333,1
55.30962343096234,99.66563960714973,0.42078695083682033,0.20405812335200665,478,0.16552299056603775,1
62.69939393939394,211.2914541781451,0.677707070707071,4.59922257233637,825,0.25363066343042073,1
71.72571428571429,259.8866721088435,0.06781547619047623,0.0661672586923658,525,0.25404540394402036,1
63.84782608695652,126.38988657844989,0.11867397774327135,0.24277424215291887,644,0.15532173405909797,1
